theme,title,text
science,"""хаббл"" получил фотографии гигантского космического ""дтп""","орбитальная обсерватория ""хаббл"" получила фотографии гигантской эллиптической галактики ngc 3597 в созвездии чаши, возникшей в недавнем прошлом в результате столкновения двух других звездных мегаполисов на расстоянии в 150 миллионов световых лет от земли, сообщает сайт космического телескопа. галактика ngc 3597 была открыта джоном гершелем, сыном знаменитого британского астронома уильяма гершеля, в 1835 году. она принадлежит к числу крупных эллиптических галактик, сформировавшихся относительно недавно, о чем говорят интенсивные процессы звездообразования на ее окраинах, еще не успевшие затихнуть. на периферии ngc 3597 можно увидеть своеобразное ""кольцо"" из темных участков космоса, представляющих собой своеобразные ""зародыши"" шаровых скоплений звезд, которые в скором времени начнут превращаться в звезды. наблюдения за ngc 3597 и другими молодыми эллиптическими галактиками, которые, как и она, сформировались относительно недавно в результате столкновения нескольких других галактик, помогут ученым понять, почему процессы звездообразования в таких гипер-семействах светил очень быстро затухают, в результате чего они стремительно стареют и начинают ""краснеть"", выражаясь языком астрономии."
science,"ека попытается сегодня ""раскрутить"" колесо и разбудить ""филу""","сегодня специалисты ека, работающие с посадочным модулем ""фила"", отправят на лендер набор команд, которые заставят ""филу"" раскрутить свое посадочное колесо и потенциально продлят его жизнь на остывающей поверхности кометы чурюмова-герасименко, сообщает пресс-служба германского авиационно-космического центра (dlr). после посадки ""филы"" в ноябре 2014 года и нескольких суток работы на поверхности кометы, инженеры ека и dlr были вынуждены отправить модуль в спячку из-за неудачной посадки, оставившей его в крайне темной и почти неосвещаемой расселине. в июне 2015 года ""фила"" неожиданно вышел на связь с ""розеттой"", однако буквально через несколько недель связь была в очередной раз потеряна, и специалисты ека провели последние 6 месяцев в попытках ее восстановить. сейчас, как отмечают штефан уламек (stefan ulamec), руководитель проекта, и сотрудник dlr коэн гойртс (koen geurts), инженерная команда ""филы"" почти на 100% уверена, что один приемник и один передатчик радиосигнала на борту лендера вышли из строя, и что две других антенны или погружены в грунт, или работают с перебоями. за последние месяцы специалисты dlr и ека разработали несколько возможных вариантов спасения ""филы"", большая часть из которых предполагает отправку ряда команд на аппарат ""вслепую"", не устанавливая двусторонней связи с ним. так ученые надеялись обойти проблему сбоев в работе антенн и заставить ""филу"" выйти на связь. "
science,наса: грибки и чрезмерная влажность уничтожили астры на борту мкс,"причиной гибели части астр-цинний, выращиваемых на мкс, оказались грибки, появившиеся на космической станции в результате того, что установка veggie, в которой выращивались цветы, чрезмерно сильно поливала их, сообщает интернет-издание space.com в ноябре прошлого года скотт келли, командир станции, начал новый эксперимент на ""космической ферме"" veggie – на этот раз обитатели мкс попытались вырастить в космосе не капусту или другие съедобные растения, а декоративные астры-циннии, на примере которых ученые пытались понять, смогут ли представители флоры размножаться в условиях невесомости. планировалось, что астры расцветут на новый год. в конце прошлого месяца на veggie случилась катастрофа – почти все астры завяли и погибли. причиной этого, как показало расследование, проведенное руководителем эксперимента, трентом смитом, послужило то, что растения чрезмерно сильно поливались, в результате чего вода скапливалась на поверхности листьев астр. как отмечает смит, это опасное явление он заметил практически сразу после того, как келли сообщил о появлении странного налета на листьях. ученый посоветовал командиру мкс увеличить скорость работы вентиляторов установки veggie для снижения влажности воздуха и осушения листьев, однако было уже поздно – часть растений погибла от грибка. "
science,"ученые: бактерий в теле человека не в 10 раз больше, чем своих клеток","ученые из канады и израиля опровергли популярный миф – по их подсчетам, число микробов в нашем кишечнике и других частях тела не в 10 раз больше, чем общее количество клеток в организме человека, говорится в статье, опубликованной в электронной библиотеке лаборатории колд-спринг-арбор. ""количество клеток и бактерий в организме примерно равно друг другу, и каждое опорожнение кишечника, как правило, приводит к тому, что наши клетки временно получают численное преимущество над бактериями"", — пишут ученые в статье. рон зендер (ron sender) из института науки вейцманна в реховоте (израиль) и его коллеги пришли к такому выводу, повторно подсчитав число клеток и микробов в организме человека среднего веса и роста, следуя по стопам знаменитых опытов, которые проводил известный сегодня микробиолог томас лаки (thomas luckey) в 1972 году. как рассказывают зендер и его коллеги, его подсчеты показали, что человеческое тело содержит в себе примерно в 10 раз больше полезных и патогенных бактерий, чем клеток, что породило огромный интерес к изучению микрофлоры кишечника и других микроскопических обитателей нашего тела. эти оценки, по словам авторов статьи, почти никогда не подвергались сомнению, и группа зендера решила проверить, так ли это на самом деле, используя более совершенные методики подсчета клеток и микробов, чем те, которые использовал лаки в 70-тых годах прошлого века. для этого ученые проанализировали десятки других публикаций, а также получили примерные оценки ""плотности"" населения в отдельных органах при помощи магнитно-резонансной томографии. "
science,сми: роскосмос сократит финансирование мкс на 30 миллиардов рублей,"""роскосмос"" в проекте федеральной космической программы на 2016–2025 годы (фкп) сократил расходы на эксплуатацию международной космической станции (мкс) почти на 30 миллиардов рублей (около 400 миллионов долларов), или примерно на 10%, сообщает газета ""известия"" в понедельник. сообщается, что в направленном на согласование в министерства итоговом варианте фкп на управление полетом мкс, материально-техническое и транспортное обеспечение российского сегмента станции и на программу научных экспериментов предусмотрены 252 миллиарда рублей на десять лет (еще 12,6 миллиардов рублей планируется привлечь из внебюджетных источников). прежний вариант фкп предусматривал финансирование мкс в объеме 281,4 миллиарда рублей. в мае 2014 года вице-премьер дмитрий рогозин заявлял, что россия не видит смысла в продлении участия в программе мкс после 2020 года, однако не собирается выходить из проектов до этого срока. по его словам, финансирование участия в программе мкс занимает более 30% бюджета ""роскосмоса"". он также пояснил, что договоренность о сотрудничестве на мкс между россией и сша заключена до 2024 года, но россия не нуждается в таком длительном продолжении этого проекта. как ранее заявлял глава ""роскосмоса"" игорь комаров, приоритеты обновленной фкп — развитие и поддержание орбитальных группировок связи, ретрансляции и вещания, дистанционного зондирования земли, средств выведения и удержание ведущих позиций россии на мировом рынке космических запусков, соответствующей наземной космической инфраструктуры, а также фундаментальные космические исследования, в том числе исследование луны с помощью автоматов и создание задела на будущее для пилотируемого облета луны в рамках международной кооперации. "
science,высоту орбиты полета мкс увеличили для встречи нового экипажа,"средняя высота полета международной космической станции была увеличена более чем на три километра, чтобы создать оптимальные баллистические условия для стыковки пилотируемого корабля ""союз тма-20м"" с тремя новыми членами экипажа, сообщил риа новости представитель российского центра управления полетами. ""маневр был осуществлен с помощью космического корабля ""прогресс м-29м"", пристыкованного к станции. его двигатели были включены в 05.05 мск и отработали около 17 минут, в результате чего мкс получила приращение скорости. после выполнения маневра средняя расчетная высота полета станции увеличилась и составила приблизительно 408 километров"", — сказал собеседник агентства."
science,spacex попытается посадить ступень falcon 9 на баржу в открытом море,"первая ступень ракеты-носителя falcon 9 совершила 22 декабря 2015 года успешное вертикальное приземление на базе ввс сша на мысе канаверал в 10 километрах от места старта. все 11 спутников связи нового поколения og2 выведены на орбиту в ходе запуска ракеты-носителя. запуск falcon 9 стал первым после произошедшего в июне этого года крушения ракеты на старте. частная компания spacex по контракту с наса обязалась осуществить до 2016 года 12 запусков к мкс. помимо контракта на доставки грузов к мкс, в сентябре 2014 года наряду с boeing она выиграла контракт стоимостью около 6,8 миллиарда долларов на осуществление пилотируемых полетов к мкс. она разрабатывает свой пилотируемый корабль на базе грузовой капсулы dragon и надеется использовать для запуска ракету falcon."
science,роскосмос показал будущее земли через четыре миллиарда лет. видео,"роскосмос создал видеоролик, в котором показал, что случится с землей через четыре миллиарда лет, когда галактика млечный путь столкнется с галактикой андромеды. видеозапись была размещена на канале телестудии космического агентства в youtube. столкновение с андромедой, которая находится в 2,5 миллиона световых лет от млечного пути, приведет к образованию единой галактики. этот процесс неизбежен, поскольку галактики движутся навстречу друг другу. по мнению астрофизика рашида сюняева, в результате этого события обитателей земли ""выбросит из плоскости нашей галактики""."
science,сми: китай намерен в 2016 году запустить в космос пилотируемый корабль,"китай в 2016 году планирует осуществить рекордное за один год количество запусков в космос, в том числе и запуск пилотируемого космического корабля, пишет в пятницу газета china daily со ссылкой на госкорпорацию china aerospace science and technology corp. ""в этом году будет осуществлено более 20 запусков в космос, наибольшее количество миссий за один год"", — цитирует издание заявление компании. сообщается, что на первую половину этого года запланирован запуск космической лаборатории tiangong 2, чтобы протестировать технологии поддержания жизни для будущей космической станции. после этого с помощью ракеты-носителя long march 2f будет запущен пилотируемый космический корабль shenzhou xi, который доставит астронавтов в космическую лабораторию. как пишет газета со ссылкой на правительственные источники, китай планирует запустить основной модуль своей космической станции в 2018 году для тестирования соответствующих технологий. планируется, что полноценное функционирование станции начнется в 2022 году. в ""космических"" планах пекина на текущий год также тестовые полеты разрабатываемых в китае ракет-носителей long march — 5 (кит. changzhen ""великий поход"") и long march —7, запуск двух спутников для навигационной системы beidou. сообщается, что компания также запустит навигационный спутник для белоруссии, что станет началом экспорта китайских навигационных спутников в европу."
science,первые тренажеры для астронавтов наса поступят осенью 2016 года,"первые тренажеры для подготовки астронавтов к полетам на создаваемом сша космическом корабле cst-100 starliner поступят в распоряжение наса осенью 2016 года, сообщила компания-разработчик boeing. в настоящее время к подготовке для полетов на космическом корабле cst-100 starliner готовятся четыре астронавта наса. планируется, что пара первых тренажеров для обучения работе на приборной доске корабля поступит в распоряжение наса уже осенью 2016 года, затем в начале 2017 года астронавты получат возможность начать работу на высокотехнологичном тренажере, полностью имитирующем присутствие в капсуле корабля. ""в ходе визита астронавты эрик бо и боб бенкен сосредоточили свое внимание на системах, используемых для обучения использования переключателей и приборных досках (корабля). специалисты по управлению полетами также получили возможность познакомиться с оборудованием, которое будет использовано для последующего обучения в ходе подготовки к испытательным полетам и выполнению миссий"", — сообщила boeing. несмотря на то, что астронавтам пока не представилось возможности поработать на макете приборной доски, показанные слайды им дали представление о том, как будет выглядеть их будущее рабочее место. ""здорово наконец увидеть то, на чем нам предстоит пройти обучение"", — сказал астронавт эрик бо. по его словам, взаимодействие разрабатывающих корабль специалистов и астронавтов позволит сделать тренажер более совершенным. первый тестовый полет нового корабля, разрабатываемого компанией по контракту с наса, запланирован на конец 2017 года."
science,астронавт наса: мкс демонстрирует прекрасное партнерство россии и сша,"россия и сша демонстрируют крепкое партнерство в программе мкс, которое продолжится и после создания сша нового пилотируемого корабля, считает астронавт наса джефф уилльямс (jeff williams). ""иногда мы слышим о том, что создается впечатление, что мы зависимы от российской стороны по доступу на мкс и определенно, отчасти это так. но я хотел бы сказать об этом по-другому: российская сторона является для нас прекрасным партнером в программе мкс"", — сказал астронавт, который отправится на мкс и возглавит 48-й экипаж станции в марте текущего года. ""когда мы начнем пилотируемые полеты, два типа кораблей (российский и американский) будут дополнять друг друга для поддержания работы программы мкс до ее окончания. думаю, правомерно предположить, что и после на каждом союзе будет присутствовать американский астронавт и на нашем корабле будет российский космонавт"", — отметил уилльямс. он подчеркнул, что никакие космические достижения невозможны без международного партнерства и высказался за конструктивное сотрудничество, а не конкуренцию стран в космосе. "
science,основную массу скопления галактик idcs 1426 составляет темная материя,"основную массу молодого и супермассивного галактического скопления  idcs j1426.5+3508 (кратко — idcs 1426) составляет темная материя, к такому выводу пришли астрофизики, изучив данные трех обсерваторий – телескопов ""спитцер"", ""хаббл"" и ""чандра"", свои результаты ученые подготовили к публикации в astrophysical journal. галактическое скопление idcs 1426 находится на расстоянии 10 миллиардов световых лет от земли и весит как 500 триллионов наших солнц. обнаружено было скопление в 2012 году с помощью телескопа ""спитцер"". с помощью новых данных, полученных телескопом ""чандра"" удалось выяснить, что около 90% массы скопления составляет темная материя."
science,"космонавт овчинин надеется, что первый полет оправдает его ожидания","российский космонавт алексей овчинин, которому предстоит отправиться в первый космический полет в марте 2016 года, надеется, что его первый полет оправдает его ожидания, об этом он заявил в ходе пресс-конференции наса. в настоящее время в хьюстоне (техас) подходят предполетную подготовку российские космонавты алексей овчинин, олег скрипочка и астронавт наса, командир 48 экипажа джефф уильямс. планируется, что трио отправится на мкс на российском корабле ""союз tma-20m"" 18 марта 2016 года. экипаж пробудет на станции полгода. по его оценке, ""экипаж достаточно подготовлен и справится со всеми поставленными задачами"". в свою очередь скрипочка, для которого это второй полет, отметил, что международный экипаж будет ""работать как одна команда"". по завершении подготовки в хьюстоне, где космонавты знакомятся с системами управления американского сегмента мкс, овчинин и скрипочка вернутся в россию, куда позднее для завершения предполетной подготовки прибудет уильямс."
science,физики приблизились к созданию металлического водорода,"китайские и британские физики заявили об открытии нового агрегатного состояния водорода, сжатого до 3,2 миллиона атмосфер, которое по своим свойствам напоминает предсказанный в теории металлический водород – высокотемпературный сверхпроводник, говорится в статье, опубликованной в журнале nature. водород, простейшее вещество и первый элемент таблицы менделеева, представляет собой бесцветный и горючий газ или жидкость, которая состоит из молекул из двух атомов водорода. в середине 30-х годов прошлого века физики предсказали, что водород, если сжать его до сверхвысоких давлений, перейдет в новую фазу, которая будет похожа по своим свойствам на металл. в таком состоянии молекулы водорода перестанут существовать, а протоны потеряют свои электроны и объединятся в своеобразную кристаллическую решетку. в таком состоянии, как показывают расчеты и компьютерные модели, водород может обладать сверхпроводящими свойствами даже при комнатных или близких к ним температурах, а также рядом других интересных свойств. как рассказывают евгений григорянц из университета эдинбурга (шотландия) и его коллеги, проблема заключается в том, что все попытки сжать водород и превратить его в металл заканчивались неудачно. ученым в лучшем случае удавалось достичь так называемой ""фазы iv"", в которой водород объединяется в своеобразные ""листы"" из шестигранников, сжав его до давления в 2,2 миллиона атмосфер. "
science,ученые: детей следует начинать учить читать в три года,"дети должны начинать осваивать первые азы письменной речи не в 5-6 лет, а уже в три года, когда у них появляются способности отличать картинки от напечатанных и написанных слов, заявляют ученые в статье, опубликованной в журнале child development. ""полученные нами результаты показывают, что самые базовые представления о чтении появляются у детей поразительно рано. опираясь на эти данные, теперь мы сможем оценивать в очень раннем возрасте, какие дети будут преуспевать при обучении чтению, а кому потребуется дополнительная помощь"", — заявила ребекка трейман (rebecca treiman) из университета вашингтона в сент-луисе (сша). трейман и ее коллеги пришли к выводу, что детей можно и нужно начинать учить чтению в три года, наблюдая за поведением и развитием умственных способностей свыше ста детсадовцев в возрасте от трех до пяти лет, которых до этого родители ни разу не пытались научить читать и писать. эти эксперименты были достаточно простыми – ученые показывали детям фотографии слов и схематические картинки, на которых была изображены собаки, часть из которых была подписана словом ""собака"" (dog по-английски). показывая очередную картинку ребенку, экспериментаторы читали слово, написанное на карточке, а через некоторое время показывали эти картинки им еще раз и просили назвать, какое слово написано на фотографии. "
science,"ученые увидели ""отрыжку"" ближайшей к земле колоссальной черной дыры","одна из ближайших к земле сверхмассивных черных дыр, расположенная в галактике ngc 5195, активно выбрасывает огромное количество энергии, выяснили астрофизики с помощью космического рентгеновского телескопа «чандра», опубликовав результаты своего исследования в astrophysical journal. ngc 5195 представляет собой карликовую галактику в созвездии гончие псы, находящуюся на расстоянии 26 миллионов световых лет от земли. галактика находится в процессе слияния с большой спиральной галактикой ngc 5194 ""водоворот"". ученые считают, что мощные выбросы черных дыр – это своеобразная ""отрыжка"" после пожирания дырой огромного количества материи."
science,мчс рф: опасных сближений земли с астероидами в 2016 году не ожидается,"мчс россии не ожидает в 2016 году опасных сближений земли с астероидами размером свыше 100 метров. к крупным космическим объектам относятся астероиды, диаметр которых составляет более километра. на земле известно порядка 120 очень крупных астероидных кратеров, в россии самый крупный — попигайская котловина на севере сибирской платформы. размеры внутреннего кратера составляют 75 километров, внешнего — 100 километров; катастрофа произошла примерно 36 миллионов лет назад. падением крупного метеорита некоторые ученые объясняют массовое исчезновение живых организмов около 250 миллионов лет назад. другой метеорит, по одной из гипотез, привел к вымиранию динозавров. ""в 2016 году опасных сближений с такими астероидами не прогнозируется"", — говорится в прогнозе центра ""антистихия"" мчс россии. отмечается, что сравнительно небольшие объекты также представляют серьезную угрозу земле, поскольку их взрывы вблизи населенных пунктов в результате ударной волны и нагрева могут привести к значительным разрушениям, соизмеримым с поражением от атомного взрыва. только по случайности падение в ненаселенный район тунгусского метеорита в 1908 году не вызвало таких последствий. по данным экспертов, ближайшее сближение с объектами такой категории состоится 12 октября 2017 года с астероидом 2012тс4, который пройдет на расстоянии 115 тысяч километров от земли со скоростью 6,8 километров в секунду. диаметр этого астероида составляет 17 метров. ""наиболее потенциально опасным является астероид апофис (99942 apophis), имеющий диаметр 393 метра. 13 апреля 2029 года он приблизится к земле на расстояние 38,4 тысячи километров, что близко к высоте орбит геостационарных спутников (35,8 тысячи километров). скорость сближения составит 7,42 километра в секунду"", — отмечается в прогнозе."
science,радиационный фон на дальнем востоке после испытаний в кндр не менялся,"изменений радиационного фона на российском дальнем востоке после испытания бомбы в кндр не зарегистрировано, сообщил риа новости в среду представитель дврц мчс россии. северная корея провела в среду в 04:30 мск первое испытание водородной бомбы, о существовании которой упоминала и ранее. распространив заявление по каналам сми, правительство этой страны заявило, что пошло на повышение уровня ядерного потенциала для защиты от сша и никогда первым его не применит, если не будет нарушен суверенитет кндр. подробнее о ядерной программе кндр читайте в справке >>"
science,соболь в кроноцком заповеднике отпраздновал новый год пельменями,"соболь проник в сени с припасами в кроноцком заповеднике и организовал новогоднее застолье за счёт инспекторов, похитив у них мясо, рыбу, сало, пельмени и сливочное масло, сообщает заповедник. хищник обосновался на кордоне в кальдере вулкана узон. впервые госинспекторы кроноцкого заповедника и волонтёр, который помогал им в хозяйственных работах, увидели соболя в середине декабря из окна домика. сначала все обрадовались возможности наблюдать за красивым пушистым зверем с близкого расстояния, но совсем скоро он перестал вести себя по-добрососедски. ""ночью я проснулся от шороха, вышел в сени и увидел нашего нового знакомого. соболь, словно эквилибрист, ухватился за верёвку, на которой висел мешок с замороженными продуктами, и из прогрызенной в мешке дыры вытаскивал припасы. когда я попытался отогнать зверя, он начал шипеть и едва не укусил меня за нос. соболь успел украсть несколько рыбин, по полкилограмма мяса и сливочного масла, палку колбасы и 600 граммов сала, пачку пельменей"", — рассказал волонтёр геннадий волынец. выяснилось, что зверь поселился под домом, ночью хорошо слышно, как он что-то грызёт. специалистам удалось сделать несколько удачных снимков зверя. по данным ученых, тундра в кальдере вулкана узон не является привычным местообитанием камчатского соболя. обычно звери селятся в каменно-берёзовом лесу, где охотятся на мелких животных. специалисты рассказывают, что до появления соболя на кордоне гостил горностай, но с приходом более крупного хищника покинул укрытие. зато время от времени людей навещает лис, чья нора находится неподалёку. другие новости региона читайте здесь >>"
science,ученые из мгу продвинулись в изучении причин болезни паркинсона,"ученые из мгу совместно с коллегами из швеции серьезно продвинулись в изучении механизма синтеза белка, что поможет разобраться в причинах болезни паркинсона, а также найти множество новых антибиотиков, сообщила во вторник пресс-служба мгу. ""найти множество новых антибиотиков и разобраться в причинах болезни паркинсона возможно в результате улучшения понимания механизма синтеза белка, что может следовать из работы группы ученых при участии сотрудников мгу: они экспериментально доказали, что биосинтез белка в митохондриях пекарских дрожжей может эффективно проходить без участия компонента, который раньше считался абсолютно необходимым"", — говорится в сообщении. дальнейшие исследования дополнят картину молекулярного механизма формирования болезни паркинсона и помогут найти новые способы лечения этого заболевания. как пояснили в пресс-службе вуза, ученые ""вырезали"" ген, кодирующий белок mtif3, а на его место вставили ген устойчивости к антибиотику, добавленному к питательной среде, куда высевали клетки, чтобы все клетки, в которых ген не был вырезан, погибли. эксперимент, который должен был лишь доказать в этом случае отсутствие определённых процессов, дал совсем иные результаты. ""фактически, этот эксперимент был необходим только для нашего внутреннего спокойствия. однако он привел к крайне неожиданным результатам: никакой остановки трансляции (сборка белка из аминокислот) в дрожжевых митохондриях в отсутствие mtif3 не произошло. биосинтез белка в этих условиях шел, в целом, примерно с той же эффективностью, что и в нормальных дрожжевых митохондриях, но был сильно ""разбалансирован"", — сказал координатор исследования, ведущий научный сотрудник петр каменский. он добавил, что ""другими словами, некоторых митохондриальных белков в отсутствие mtif3 действительно становилось меньше, зато количество других вырастало в несколько раз"". кроме того, данное открытие поможет ученым создать модельную систему митохондриальной трансляции in vitro (""в пробирке""), подобные которой, уже давно разработанные для эукариотических и бактериальных клеток, помогают ученым тестировать лекарства и ставить другие эксперименты. статья с результатами исследования опубликована 5 января в журнале scientific reports (nature)."
